,OwnerAge,Gender,Area,RiskClass,VehAge,BonusClass,Exposure,ClaimNb,ClaimAmount,ClaimOcc
0,53.80406,1,1.8052045,5.7082605,3,7.059287,0.09447968,0,0.0,0
1,34.072563,1,2.8181098,5.611414,19,1.3361676,0.49223477,0,0.0,0
2,51.62349,1,3.9025815,3.526701,19,4.411004,0.9915879,0,0.0,0
3,50.19067,0,3.601946,0.99707484,8,6.1079397,0.23965436,0,0.0,0
4,53.660954,1,1.7558504,4.562604,19,1.2871735,0.4689967,0,0.0,0
5,61.20288,1,2.220842,5.925175,16,7.0711293,0.9843923,0,0.0,0
6,46.41922,0,2.52644,5.741699,8,7.0622025,0.736256,0,0.0,0
7,37.070427,1,2.2123613,1.759566,4,2.3754206,0.8061433,0,0.0,0
8,47.08817,1,3.5312228,6.277022,8,7.035201,0.76556736,0,0.0,0
9,42.959232,1,2.6364954,4.3352294,9,1.9875717,0.8390179,0,0.0,1
10,56.6578,1,3.0437508,5.7754126,20,3.2778385,1.0,0,0.0,0
11,45.593594,1,1.827031,5.8506317,16,4.8876476,0.6762341,0,0.0,0
12,30.414936,1,2.5774539,5.996358,12,7.022483,0.84620863,0,0.0,0
13,17.495773,1,1.7338238,3.670135,4,5.8519564,0.6367794,3,191789.66,1
14,43.041615,1,2.8646543,6.2243814,14,7.039794,0.5817354,0,0.0,0
15,43.805073,1,2.1457496,4.5638804,4,6.9527497,0.18673354,0,0.0,0
16,59.204536,1,2.320145,4.611226,17,6.5468507,0.81275487,0,0.0,0
17,24.888735,1,2.9935234,1.0592852,16,3.587335,0.43608257,0,0.0,0
18,52.129887,1,3.404482,4.5952005,4,1.281738,0.9898282,0,0.0,0
19,29.849339,0,2.3639526,3.2391927,0,1.1564846,0.91298985,0,0.0,0
20,33.398777,1,3.146463,2.3662882,14,3.436883,1.0,0,0.0,0
21,37.680836,0,3.334908,1.676262,14,3.4577613,0.53518146,0,0.0,0
22,46.4343,0,2.3794909,2.5724738,19,1.7206159,0.10988432,0,0.0,0
23,23.03953,1,4.902708,1.8405774,13,6.4560127,0.9430545,0,0.0,0
24,23.701715,1,4.3210225,3.0846367,11,6.3407125,0.0,0,0.0,0
25,21.096003,1,5.798362,1.3384554,17,0.98872066,0.5730168,0,0.0,0
26,58.433052,1,2.1866758,1.5874679,12,4.387972,0.7780546,0,0.0,0
27,21.720936,1,4.8341064,5.2546234,11,12.389071,0.9934436,6,31668.08,1
28,38.01442,0,3.2078884,5.623823,8,2.511543,0.22642654,0,0.0,0
29,43.898895,1,1.8258108,2.2551007,19,1.45329,1.0,0,0.0,0
