,OwnerAge,Gender,Area,RiskClass,VehAge,BonusClass,Exposure,ClaimNb,ClaimAmount,ClaimOcc
0,36.974247,1,2,4,3.0214272,4,0.50478685,0.0,0.0,0
1,47.035717,1,2,5,15.733996,5,0.67834437,0.0,0.0,0
2,41.926067,0,3,3,6.873016,6,0.9142716,0.0,0.0,0
3,62.041805,1,3,3,17.04292,4,0.7793997,0.0,0.0,0
4,51.59767,1,4,6,12.90821,5,0.33191106,0.0,0.0,0
5,57.723976,1,3,2,7.3157234,7,0.82401407,0.0,0.0,0
6,56.05925,1,2,4,15.874929,3,0.6851867,0.0,0.0,0
7,30.801657,1,5,5,3.0324707,5,0.59403056,0.0,0.0,0
8,49.04383,1,2,3,9.454384,2,0.7348846,0.0,0.0,0
9,43.741394,1,3,3,6.5222425,3,0.48500144,1.0,74619.234,1
10,39.163494,1,2,3,10.393941,6,0.9308693,0.0,0.0,0
11,49.771656,1,3,2,10.768104,5,0.91286767,0.0,0.0,0
12,35.38707,1,2,2,10.400764,3,0.40831596,0.0,0.0,0
13,47.103165,1,3,3,5.6409364,7,0.8902739,1.0,18268.906,1
14,43.043148,1,4,5,16.58229,3,0.93273824,0.0,0.0,0
15,51.475254,0,3,3,6.697305,3,0.35033184,0.0,0.0,0
16,56.088684,1,3,3,4.9888,2,0.30762476,0.0,0.0,0
17,27.123993,1,2,4,6.606681,3,0.4990921,0.0,0.0,0
18,30.868622,1,3,6,14.242506,2,0.78736174,0.0,0.0,0
19,34.46079,1,2,2,7.7043266,3,0.72893876,0.0,0.0,0
20,40.31363,1,3,2,16.640303,6,0.94895196,0.0,0.0,0
21,52.968666,1,2,3,11.60367,2,0.6251854,0.0,0.0,0
22,34.457508,1,2,4,9.744914,2,0.09099358,0.0,0.0,0
23,47.56659,1,3,6,9.31425,5,0.88863224,0.0,0.0,0
24,38.385597,1,2,5,14.538247,2,0.55670196,0.0,0.0,0
25,41.54532,1,4,6,3.4251142,6,0.6569931,0.0,0.0,0
26,43.14598,0,3,3,2.3249044,7,0.87073165,0.0,0.0,0
27,36.659824,1,2,2,7.068072,5,0.6319802,1.0,5695.572,1
28,51.018234,1,4,4,13.961459,3,0.8957445,0.0,0.0,0
29,37.133705,1,3,2,12.916759,2,0.51167935,0.0,0.0,0
30,44.139523,0,6,5,10.640575,2,0.39439952,0.0,0.0,0
31,25.55838,1,3,5,7.5724072,2,0.6906057,0.0,0.0,0
32,60.391815,1,3,3,16.92624,4,0.84065914,0.0,0.0,0
33,40.820618,1,4,2,11.230939,3,0.6724561,0.0,0.0,0
34,45.63646,1,3,3,11.929553,2,0.73643225,0.0,0.0,0
35,48.020393,1,2,3,3.7157984,6,0.75681317,0.0,0.0,0
36,28.882975,1,3,5,6.4181075,3,0.64950264,0.0,0.0,0
37,59.485405,1,3,6,16.55753,6,0.8096063,0.0,0.0,0
38,51.994038,1,3,3,15.646593,2,0.8829567,0.0,0.0,0
39,64.56887,1,4,2,6.747112,5,0.48224378,0.0,0.0,0
40,57.787125,1,3,5,16.946014,4,0.7279204,0.0,0.0,0
41,55.446648,1,2,3,10.464379,3,0.78145885,0.0,0.0,0
42,53.037872,1,4,2,9.340802,2,0.26285642,0.0,0.0,0
43,52.082336,1,3,5,16.582823,2,0.5961008,0.0,0.0,0
44,30.495558,0,4,4,11.453932,1,0.3375737,0.0,0.0,0
45,32.312645,0,3,2,12.587234,5,0.859108,0.0,0.0,0
46,51.196175,1,3,1,10.367969,6,0.49258423,0.0,0.0,0
47,54.343735,0,4,5,12.994224,2,0.35952747,0.0,0.0,0
