,OwnerAge,Gender,Area,RiskClass,VehAge,BonusClass,Exposure,ClaimNb,ClaimAmount,ClaimOcc
0,51.864635,1,3,2,4.13999,4,0.6559593,0.0,0.0,0
1,27.391544,0,2,2,4.5421615,3,0.43249917,0.0,0.0,0
2,36.387985,0,3,6,8.171661,5,0.7948097,0.0,0.0,0
3,51.48156,1,3,2,14.866133,2,0.7192709,0.0,0.0,0
4,24.324034,1,4,5,11.626606,3,0.025008142,0.0,0.0,0
5,39.466377,1,3,2,6.9914575,6,0.99731493,0.0,0.0,0
6,41.169975,1,2,4,6.977125,4,0.4350171,0.0,0.0,0
7,29.37637,1,5,3,10.716798,3,0.5211033,0.0,0.0,0
8,41.13165,1,3,2,9.36764,4,0.8649493,0.0,0.0,0
9,31.506348,1,3,5,7.920987,4,0.7151334,1.0,3585.2773,1
10,31.581888,1,2,2,4.4922023,4,0.6670233,0.0,0.0,0
11,38.470406,1,3,3,14.43162,5,0.92634034,0.0,0.0,0
12,38.601692,1,3,3,10.425751,6,0.9191833,0.0,0.0,0
13,41.318935,1,2,4,7.409006,4,0.55865425,1.0,3443.5264,1
14,30.570618,1,3,6,15.267373,2,0.6136912,0.0,0.0,0
15,42.678474,0,3,2,8.252219,6,0.86505336,0.0,0.0,0
16,43.89861,1,4,3,8.651405,5,0.84761345,0.0,0.0,0
17,31.169476,1,2,4,4.066494,5,0.65272397,0.0,0.0,0
18,44.739872,1,3,2,16.645124,2,0.42489186,0.0,0.0,0
19,57.79588,1,3,4,11.756612,5,0.804538,0.0,0.0,0
20,58.129745,1,2,4,15.687734,4,0.69888735,0.0,0.0,0
21,54.671127,1,3,2,9.216269,3,0.6037506,0.0,0.0,0
22,36.023212,1,2,5,6.0084476,6,0.8585185,0.0,0.0,0
23,26.069572,1,3,4,7.5589275,3,0.37973464,0.0,0.0,0
24,39.158928,1,2,5,9.741239,3,0.38329434,0.0,0.0,0
25,23.662157,1,6,3,7.2868443,3,0.22920981,0.0,0.0,0
26,54.389492,1,5,3,4.2409167,4,0.5464051,0.0,0.0,0
27,44.339172,1,2,3,11.752117,7,0.9158809,1.0,3819.9902,1
28,31.385769,0,3,5,14.005178,2,0.57166684,0.0,0.0,0
29,50.83517,1,3,2,15.080366,5,0.85260737,0.0,0.0,0
30,27.144724,1,5,6,15.734218,2,0.6231321,0.0,0.0,0
31,33.542755,1,3,6,8.31942,4,0.5856523,0.0,0.0,0
32,40.054268,0,2,5,13.324096,4,0.7243855,0.0,0.0,0
33,52.952656,1,3,2,16.54025,5,0.9174722,0.0,0.0,0
34,46.27195,1,3,7,12.332258,5,0.8410119,0.0,0.0,0
35,51.851,1,3,3,1.5174685,7,0.6999502,0.0,0.0,0
36,47.18935,1,3,5,8.097576,3,0.33977708,0.0,0.0,0
37,38.03403,1,2,5,9.615736,3,0.08309704,0.0,0.0,0
38,34.275513,1,3,2,14.465805,2,0.89197916,0.0,0.0,0
